Year,City,Sport,Discipline,NOC,Event,Gender,Medal,Country,Latitude,Longitude
1976,Innsbruck,Skating,Figure skating,GBR,individual,M,Gold,United Kingdom,47.2711,11.4038
1976,Innsbruck,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Luge,Luge,GDR,doubles,X,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Luge,Luge,GDR,singles,M,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Luge,Luge,GDR,singles,M,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Luge,Luge,GDR,singles,W,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Luge,Luge,GDR,singles,W,Silver,East Germany,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,GDR,individual,W,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Silver,East Germany,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,GDR,3000m,W,Silver,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,GDR,50km,M,Silver,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver,East Germany,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,ITA,downhill,M,Bronze,Italy,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Gold,Italy,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Silver,Italy,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,W,Silver,Italy,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,M,Bronze,Liechtenstein,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,W,Bronze,Liechtenstein,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,NED,individual,W,Silver,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Bronze,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Gold,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NED,1500m,M,Bronze,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Bronze,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Silver,Netherlands,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver,Norway,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NOR,1000m,M,Silver,Norway,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NOR,1500m,M,Gold,Norway,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NOR,3000m,W,Bronze,Norway,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold,Norway,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,Norway,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,NOR,50km,M,Gold,Norway,47.2711,11.4038
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,Switzerland,47.2711,11.4038
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,Switzerland,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,SUI,downhill,M,Silver,Switzerland,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold,Switzerland,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver,Switzerland,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze,Sweden,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Bronze,Sweden,47.2711,11.4038
1976,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver,Czechoslovakia,47.2711,11.4038
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,URS,individual,M,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,1000m,M,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,1500m,M,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,4x5km relay,W,Gold,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Silver,Soviet Union,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,USA,ice dancing,X,Bronze,United States,47.2711,11.4038
1976,Innsbruck,Skating,Figure skating,USA,individual,W,Gold,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,1000m,M,Gold,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Bronze,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Silver,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,1500m,W,Silver,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,500m,M,Bronze,United States,47.2711,11.4038
1976,Innsbruck,Skating,Speed skating,USA,500m,W,Gold,United States,47.2711,11.4038
1976,Innsbruck,Skiing,Alpine Skiing,USA,downhill,W,Bronze,United States,47.2711,11.4038
1976,Innsbruck,Skiing,Cross Country S,USA,30km mass start,M,Silver,United States,47.2711,11.4038
1980,Lake Placid,Luge,Luge,AUT,doubles,X,Bronze,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Gold,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Silver,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,W,Gold,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold,Austria,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,BUL,30km mass start,M,Bronze,Bulgaria,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,CAN,1000m,M,Silver,Canada,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,CAN,downhill,M,Bronze,Canada,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Bronze,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Silver,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,15km,M,Silver,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Silver,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,FIN,5km,W,Silver,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Nordic Combined,FIN,individual,M,Silver,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold,Finland,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze,France,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze,West Germany,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,FRG,singles,M,Bronze,West Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,FRG,individual,W,Bronze,West Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver,West Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,FRG,slalom,W,Silver,West Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,GBR,individual,M,Gold,United Kingdom,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,GDR,10km,M,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,GDR,4x7.5km relay,M,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,GDR,doubles,X,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,GDR,singles,M,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,GDR,singles,W,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,GDR,individual,M,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,GDR,individual,W,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,GDR,pairs,X,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,GDR,1000m,W,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,GDR,1500m,W,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,GDR,3000m,W,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,GDR,500m,W,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,GDR,10km,W,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,GDR,4x5km relay,W,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Bronze,East Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Gold,East Germany,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver,East Germany,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,HUN,ice dancing,X,Silver,Hungary,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,ITA,doubles,X,Silver,Italy,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,ITA,singles,M,Silver,Italy,44.2856,-73.9833
1980,Lake Placid,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver,Japan,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,LIE,downhill,W,Silver,Liechtenstein,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,M,Silver,Liechtenstein,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,W,Gold,Liechtenstein,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,LIE,slalom,W,Gold,Liechtenstein,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NED,10000m,M,Silver,Netherlands,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NED,1500m,W,Gold,Netherlands,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NED,1500m,W,Silver,Netherlands,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NED,500m,M,Bronze,Netherlands,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,10000m,M,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,1000m,M,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,1500m,M,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,1500m,M,Silver,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,3000m,W,Gold,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,5000m,M,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,NOR,5000m,M,Silver,Norway,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,NOR,15km,M,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,Norway,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,NOR,4x5km relay,W,Bronze,Norway,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,Switzerland,44.2856,-73.9833
1980,Lake Placid,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold,Switzerland,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,SUI,downhill,W,Bronze,Switzerland,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,SUI,slalom,M,Bronze,Switzerland,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,SUI,slalom,W,Bronze,Switzerland,44.2856,-73.9833
1980,Lake Placid,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze,Sweden,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,SWE,giant slalom,M,Gold,Sweden,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,SWE,slalom,M,Gold,Sweden,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,SWE,15km,M,Gold,Sweden,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,TCH,5km,W,Bronze,Czechoslovakia,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,URS,10km,M,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,URS,10km,M,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,URS,20km,M,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Ice Hockey,Ice Hockey,URS,ice hockey,M,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,URS,singles,W,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Luge,Luge,URS,singles,W,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,URS,ice dancing,X,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,URS,ice dancing,X,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,URS,pairs,X,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,URS,pairs,X,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,URS,1000m,M,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,URS,1000m,W,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,URS,500m,M,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,URS,500m,W,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,30km mass start,M,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,30km mass start,M,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,4x10km relay,M,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,4x5km relay,W,Silver,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,50km,M,Bronze,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,50km,M,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Skiing,Cross Country S,URS,5km,W,Gold,Soviet Union,44.2856,-73.9833
1980,Lake Placid,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,USA,individual,M,Bronze,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Figure skating,USA,individual,W,Silver,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,10000m,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,1000m,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,1000m,W,Silver,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,1500m,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,3000m,W,Bronze,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,5000m,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,500m,M,Gold,United States,44.2856,-73.9833
1980,Lake Placid,Skating,Speed skating,USA,500m,W,Silver,United States,44.2856,-73.9833
1980,Lake Placid,Skiing,Alpine Skiing,USA,slalom,M,Silver,United States,44.2856,-73.9833
1984,Sarajevo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,Austria,43.8634,18.4132
1984,Sarajevo,Skating,Figure skating,CAN,individual,M,Silver,Canada,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,CAN,1000m,M,Gold,Canada,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,CAN,1500m,M,Gold,Canada,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,CAN,500m,M,Bronze,Canada,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,10km,W,Gold,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,15km,M,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,15km,M,Silver,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,20km,W,Gold,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,4x5km relay,W,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,50km,M,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Cross Country S,FIN,5km,W,Gold,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Nordic Combined,FIN,individual,M,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Nordic Combined,FIN,individual,M,Silver,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Bronze,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,Finland,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze,France,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,France,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,FRA,slalom,W,Silver,France,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,FRG,10km,M,Silver,West Germany,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,FRG,20km,M,Gold,West Germany,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze,West Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,FRG,doubles,X,Gold,West Germany,43.8634,18.4132
1984,Sarajevo,Skating,Figure skating,GBR,ice dancing,X,Gold,United Kingdom,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,GDR,10km,M,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,GDR,20km,M,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Bobsleigh,Bobsleigh,GDR,four-man,M,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,GDR,doubles,X,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,GDR,singles,W,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,GDR,singles,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,GDR,singles,W,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Figure skating,GDR,individual,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,10000m,M,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,1000m,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,1000m,W,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,1500m,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,1500m,W,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,3000m,W,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,3000m,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,3000m,W,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,5000m,M,Bronze,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,500m,W,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,GDR,500m,W,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Silver,East Germany,43.8634,18.4132
1984,Sarajevo,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold,East Germany,43.8634,18.4132
1984,Sarajevo,Luge,Luge,ITA,singles,M,Gold,Italy,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,ITA,slalom,W,Gold,Italy,43.8634,18.4132
1984,Sarajevo,Skating,Speed skating,JPN,500m,M,Silver,Japan,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,LIE,giant slalom,M,Bronze,Liechtenstein,43.8634,18.4132
1984,Sarajevo,Skiing,Alpine Skiing,LIE,slalom,W,Bronze,Liechtenstein,43.8634,18.4132
1984,Sarajevo,Biathlon,Biathlon,NOR,10km,M,Gold,Norway,43.8634,18.4132
